Listing_id,Review_id,Date,Reviewer_name,Comments
38321579,5.44E+17,2022/1/20,Sue,I’m a repeat guest - Diana’s place is great and I visit often!
20620135,510166009,2019/8/15,Anne,"We were so delighted with this little red house--it's cuter than the pictures show, and it had everything we needed.  I definitely recommend staying here. Location is INCREDIBLE and internet is fast. Home is super comfy. If it's available, snap it up!"
22431640,646368107,2020/8/3,Whitney,Jakes place was super clean and there were a lot of thoughtful touches. My boyfriend and I will most definitely be staying here again on our next visit to Albany!
48124042,6.82E+17,2022/7/29,Denisse,"El alojamiento muy bien ubicado y muy lindo. Lo unico en contra es que no tiene ventilación. De todas maneras, super recomendable! <br/><br/>Really good apartment. Great location near to the bus. The only “bad thing�?its that the apartment doesn’t have ventilation."
5651579,356213916,2018/12/7,Oriol,"Top location. Nice room. Shared, clean bathroom."
28722270,3.87E+17,2021/6/17,Mike,"I had a great time in Earls loft. He was very quick to respond about my questions prior to my arrival regarding work, and internet speeds. The loft is extremely cozy, and I felt at home immediately upon arriving. I was able to cook comfortably, and working in this cozy loft was a really nice change of pace for me. My only request would be that they fix the leaky ceiling in the bedroom. My first night there it rained and water dripped right on the nightstand and got in my cell phone and nearly ruined an old 35mm film camera I had sitting there. Other than this incident, I would HIGHLY recommend this stay to anyone looking to enjoy the cozy space and proximity to everything in Albany!"
34330970,6.86E+17,2022/8/4,Paul,Fun!
44180048,741014430,2021/3/21,Nkasiobi,"Beautiful studio right across the street from Washington park. Check in was extremely easy, fast replies from host & I felt safe. 10/10 I highly recommend staying here."
28868857,5.67E+17,2022/2/20,Tori,Good for the value
39864828,597421260,2020/1/25,Kara,"Matthews loft was the best Airbnb experiences as of yet. <br/>Everything was just as he described , if not better!<br/> Right down to the complimentary gumballs and swedish fish. <br/>The small private outdoor area was a huge plus traveling with our dogs . <br/>And let's not <br/>forget the inside cornhole ... so much fun! <br/>We wish we could have stayed longer.<br/> Loved this place and will be back for sure!"
42092736,609830838,2020/2/23,Marygrace,"John is an awesome host. Sweet, kind and thoughtful.   The kitty was adorable and loving and the fish tanks gave a tranquil vibe. Loved him and will stay again. He is A+++."
11639446,333696167,2018/10/7,Gregg,"Adam is a great host, made me feel at home during my stay and I enjoyed the unique extras like the organic breakfasts.<br/>I enjoyed talking with Adam, he went out of his way to help me with my luggage, parking and local attractions that I would be interested in.<br/>One of the best deals on air bnb I've experienced.<br/>~Namaste~"
13711253,144404534,2017/4/15,Brenda And Mark,"Very attentive host with his guest's well being on his mind. We had a great dinner with Adam, he has a very interesting background and nutrition knowledge. we enjoyed our stay. Thank you again Adam!"
53567589,6.63E+17,2022/7/3,Sarah,"This apartment was very nice, and Brian was extremely responsive and helpful! I don’t think we would stay in this neighborhood again, but that is just a personal preference - the Airbnb was perfect. I also appreciated that no cleaning, laundry, etc. was required for check-out - we just turned out the lights and headed out, which was very convenient for our multi-day drive."
52241973,6.55E+17,2022/6/22,Michael,"Jason's place is fantastic! And he is a gentleman host! <br/>I was in town one day for work and this quaint beautifully furnished space was as clean as it was cozy.<br/>Really neat set up,  hot shower, cool kitchen,  and though I was only one there is plenty of space for two!<br/>I'll be back next time I have to stay over for sure!"
39836487,4.37E+17,2021/8/25,Bibi,"Adem was such a gracious, respectful host, the place was very clean and cool. I was provided with everything I needed coffee to toiletries. There was a washer,  and just an over all comfy space. Will be back"
44180048,6.49E+17,2022/6/13,Douglas,Very nice place and great location.
3820211,49792440,2015/10/6,Laurie,"Terra made the apt available to me much sooner than expected. The apt itself had everything I could want or need.  With my loved ones so close, this airbnb is a godsend. I would definitely rent again.<br/>"
51579900,4.81E+17,2021/10/25,Ryan,It’s a great apartment for a couple. Linda is great and very quick with responses. Just be aware if you have the windows open over night you will hear trains coming by but if the windows are closed it’s barely noticeable. The apartment is clean and very spacious with everything you could need for a short or long stay. It is located directly on the outskirts of Albany and a few minutes drive from the capital building and other activities.
3820211,215252020,2017/11/28,Ashley,"Terra's place is awesome. Off street parking was wonderful. Close to downtown Albany, many restaurants and things to do nearby, comfortable and clean. I highly recommend it."
28722270,541622746,2019/10/5,Lindsey,"Earl was always available to respond to my questions, and did so quickly! His place is quite spacious and there was street parking right out front, even on a Friday night! It was very clean and I enjoyed the comfy couch and access to Netflix. I took a yoga class at Lark Street Yoga and would highly recommend that - it’s a short drive from the apartment! Thanks Earl!"
17238066,4.76E+17,2021/10/18,Bob,"Adam is a great host. He was comfortable in conversation, but he waited until I initiated it. Breakfast was delicious! Room was small but clean and comfortable. It was exactly what he described. Not a 5 star hotel, but that wasn't what I paid for. :-)"
54126427,7.80E+17,2022/12/11,Amy,Great stay!
45024912,5.01E+17,2021/11/21,Kayla,Elsa’s home felt like home! It was a wonderful space! The home came with many cleaning supplies! We were able to cook breakfast every morning during our stay because she had everything we needed! We are already planning our next stay! This place was wonderful! Thank you again!
3820211,422995035,2019/3/12,Hanna,"A neat, safe apartment in central Albany. Would happily stay again"
53567589,8.60E+17,2023/4/1,Kate,"I cannot recommend staying here enough �?everything about our experience was five-star worthy! The place itself is very beautifully decorated, with lots of amenities and super close walking distance to much of what Albany has to offer. Whenever I needed something or had a question, Brian was very quick to respond, and was helpful and friendly. All in all, would stay here again 100%!"
6.23E+17,7.46E+17,2022/10/25,John,Everything was just as described and perfectly suited my needs.
9005989,109123208,2016/10/19,Bill,"She made us feel so welcome.  We made her life so hard.  We set off the smoke alarm cooking dinner and we felt so bad.  We did enjoy everything about the place.  I am so glad she was so accommodating, I hope we did not take too much advantage. The place was in a great part of town and they were really amazing."
24655782,5.61E+17,2022/2/12,Molly,It was amazing. Very easy to find and very spacious. Everything was incredibly cozy and immaculately clean. Close to everything as well!
35914565,7.25E+17,2022/9/27,Paul,"It was loud at night, the cleaning was okay. But everything else was immaculate. It would be nice if you refunded customers partially if they left the area clean and fresh just like it was before the came in. Because I cleaned everything and all but beautiful place. 😃"
5651579,439778350,2019/4/19,Kristina,"The location is good, just a few minutes walk to the New York State Museum. The room is right under a living room(?) upstairs, and most of the evening I heard the family above me walking and moving about upstairs. One night's stay was enough me."
26808765,593661765,2020/1/16,Anthony,Great step away from the normal
25549565,8.49E+17,2023/3/16,Amy,"Very quiet,  clean place to stay. Highly recommend!"
9501054,61986430,2016/2/10,Haavard,"This place had what I needed. A bed, shower, wifi, it was close to the Times Union Center and it was a bar one minute down the street. <br/>The room was basic (but big) and not cozy."
6.43E+17,7.30E+17,2022/10/3,Adam,Perfect location to anything in Albany. Very clean. Amazing communication. Perfect for a weekend away.
10768745,339496277,2018/10/21,Brandon,Nice place ! Easy bus ride to downtown.
50171851,4.55E+17,2021/9/19,Jolana,"Todd's place was just as advertised, spotless, and very tastefully decorated. The check-in instructions were very easy to follow and Todd was super quick to respond with any questions during my whole stay. The location was perfect, and close to everything. <br/><br/>It is on-street parking, but even on busy nights I was able to find a spot within a block of the apartment. <br/><br/>The apartment had everything I needed for my stay, and more. I would 100% stay again if I am in the area. I only wish I had more time to enjoy the apartment, the courtyard, and it's surroundings (was here on a work trip), but hopefully there is a next time!"
12284708,187248112,2017/8/26,Jael,Nicholas' place is a good base both if you are heading out of the city by car or explore downtown Albany by foot. We were very comfortable there.
11253948,80860249,2016/6/20,Michael,A truly excellent experience with a host who was responsive and caring. Excellent and fast communication and he put forth effort to go beyond what was expected or required. The house is newly renovated and it feels like everything is brand new and well thought out. 
45529447,7.35E+17,2022/10/11,Roberto,Don't fall for the pretty pictures. Furniture is extremely cheap and flimsy and beds are un-sleepably hard. Pillows are also the worst I've laid my head on. All I wanted was a good night's rest and I was tossing and turning all night. I tried communicating with the host and she in turn got offended that I was honest with my feedback.
25549565,7.88E+17,2022/12/23,Elie,"Malgré le froid dans l'appartement, le logement était propre et bien agencé. nous avons apprécié la nuit passée chez Janet. <br/><br/>Merci, je recommande!"
13083497,6.18E+17,2022/5/2,Colleen,"Overall the place was clean, spacious and quiet.  There were plenty of bed for our guests."
48407173,8.61E+17,2023/4/2,Christopher,"Loved it. Quaint and cozy place with restaurants, bars and a grocery store all within walking distance.  Just pay attention to the posted parking signs"
28722270,715727194,2020/12/15,Chris,"Nice, clean space. Good for an overnight stay. Very responsive and easy contactless experience."
51230498,4.66E+17,2021/10/4,Alissa,Perfect spot for my one night stay for a wedding event. Car was safely parked on the street overnight with no issues.
9501054,8.56E+17,2023/3/26,Michael,"Nice space, mostly convenient parking near by.<br/>Walking distance to the MVP Arena and a few restaurants and pubs.<br/>Really close to highway"
42490432,708324496,2020/11/12,Carrie,Very cool apt. Diana very quick to respond to questions.
10768745,534241996,2019/9/22,Claudia,"Super clean, easy to access, safe location. Highly recommend."
28868857,461481937,2019/5/31,Alexander,Great place for a quick stay. Place had everything my wife and I needed and Earl was extremely quick to respond to any questions we had.
29605579,7.34E+17,2022/10/9,Kayla,"Nice apartment, great location near Washington park and the museum."
21769439,313556461,2018/8/25,Maruf,Great Host!
6.54E+17,8.61E+17,2023/4/2,Dylan,Loved the place! Definitely worth what i paid and she is very friendly. Definitely worth staying at.
7.36E+17,8.52E+17,2023/3/20,Jack,"This is the perfect place to stay if you are attending a four-day event around the MVP Arena. We did for March Madness 2023. Everything is walking distance to restaurants, the legislature, the arena and museum."
24655782,4.85E+17,2021/10/30,Jack,Awesome place super clean and quite big as well.
44180048,7.62E+17,2022/11/17,Gregory,A very cool place in a great location and very comfortable
54126420,7.68E+17,2022/11/25,Virginia,"A great old fashioned apartment, railroad flat style, with modern decor.  It’s only a few blocks from the 114 bus if you want to go downtown without driving.  Wonderful neighborhood to walk in easily to restaurants.  Quiet neighborhood. <br/>The first night it sounded like a mother and child were operating a train set upstairs.  Imagination I realize but that and some door slamming was my only complaint. Second night I closed the bedroom door and slept better. <br/>The bed is firm but extremely comfortable.  The kitchen is fine with a nice big frig.  The blinds are easy to raise and lower. Anything you need to know Erion will tell you.   <br/>You’ll enjoy your stay here."
32279028,8.91E+17,2023/5/14,Chitra,"Diana was a great and helpful host (went above and beyond). Very nice house and neighborhood. Clean room, bathroom, place close to bus stop and downtown."
6.57E+17,7.64E+17,2022/11/19,Alberto,"The unit was very cozy, clean and at an accessible location. Shawn was very supportive and it was a pleasure to have him as a host."
21392315,7.10E+17,2022/9/6,Noah,"Bela and Laurie were very accommodating hosts. The unit is clean, well-furnished, and centrally located."
50639032,4.94E+17,2021/11/12,Kellen,Very nice and accommodating!
42490432,4.41E+17,2021/8/30,Agatha,"Such a great host! Check-in was super smooth, and any questions we had were answered very fast! We immediately smelled how clean and sanitized the place was, which made us feel great as we could tell precautions were taken and the right cleaning process was done! The place is very modern, and my partner and I found the layout to be very interesting and just enough room for the two of us. The parking spot is a great bonus, and the location was overall great for us. We had a great time, and would definitely recommend booking with this host!."
9501054,142494839,2017/4/8,Patricia,"Very nice place with everything that is important a clean comfortable bed, clean and hot shower and large quiet room. Located in a nice brownstone the room is on the street level. <br/>I was able to park on the street in front of the building but the spaces are limited. Gregg offer a garage around the block but I did not use it.<br/>Gregg was quick to answer any questions and the entire stay was pleasant."
47408047,7.39E+17,2022/10/16,Rosa,our was extremely comfortable. The location good for getting around town. Getting in and out was easy. Extras on bath and kitchen were a bonus.
9005989,208901732,2017/11/3,Mike,"This is a fabulous apartment--extremely clean, new appliances, and nice furniture. It's also in a great location, a block away from restaurants and bars on Lark Street. I highly recommend it for a short or long stay!"
6.48E+17,6.80E+17,2022/7/27,Francisco,Host was very accommodating and was very responsive. Location is in a quiet residential street. Would stay again if I’m the area.
7.47E+17,7.75E+17,2022/12/5,Michaela,nothing
1489424,26769484,2015/2/18,Ross,"House is warm and cozy.  Pictures are accurate.  Very warm reception, especially considering it was only 7 degrees out that night.  Very quite and easy for me to focus on work.  I recommend the place."
32993402,6.81E+17,2022/7/28,Ella,"Very conveniently located, great communication!"
48052353,5.12E+17,2021/12/6,Arielle,Scotts place was great only issue was finding parking on the street other then that this is the nicest airbnb I have stayed at 10/10 recommended will stay again
44265426,4.32E+17,2021/8/18,Todd,"This may be the best value we've had on AirBnB.  It's really a lovely place. Clean, charming, great location, friendly people.  We will definitely stay here again if it's available."
11253948,93154951,2016/8/11,Brad,"The Art Bungalow is exactly as it looks in photos- clean, simple, and being renovated. Piotr has done a lot of work on the house, from the floors to the new kitchen to new stairs.<br/>He was very communicative and easy to work with. Thanks for the stay!"
51710034,5.62E+17,2022/2/13,Matthew,Amazing location and beautiful apartment. The host was a great communicator and set us up for an awesome weekend. Would definitely stay here again.
45024912,725651913,2021/1/20,Audrey,"My family and I were so pleased with the accommodations. It was a bit of a stressful time as I was in town for an exam, and it was the perfect cozy, quiet, clean, and well-stocked refuge that we needed! Quite nicely decorated too. And they were super responsive and accommodating with all our questions and needs. Highly recommended!"
43208391,703005689,2020/10/23,Mary,The house was very clean and comfortable. The location was great for our family to pivot from for historical sites and visiting other states.
38321579,4.88E+17,2021/11/3,Piotr,Great stay as always!
48052353,5.66E+17,2022/2/19,Sean,Clean and quiet. An easy drive or Uber to downtown
54369240,6.41E+17,2022/6/3,Chelsea,We loved our stay. Allen was super helpful and communicative! Apartment was just as described and super clean and spacious. Definitely will plan stay here again if In the area!
22431640,7.37E+17,2022/10/13,Richard,Great place - very central but quiet with everything you need and even coffee!
24655782,358007159,2018/12/12,Julia,Jakes place is great! Super clean and cute. It’s about a half mile from downtown Albany and a 15 minute drive from the airport. Jake is also super responsive to messages which is very helpful. Would definitely recommend!
53645427,6.38E+17,2022/5/30,Andrew,"Beautiful, spacious apartment and very close to lots of bars and restaurants."
34330970,740641595,2021/3/20,Kyle,Diana’s place was outstanding!!!!! The Apt was way bigger in person! She recommended great places to visit and we found great local restaurants near by! Will stay again. Excellent!
5.65E+17,8.22E+17,2023/2/7,Joseph,"I have now stayed in 2 of her spaces, and I highly recommend both. They are very homey and she is very responsive and helpful. I am to return to the area soon, and I will be staying in one of her spaces for sure"
29605579,7.24E+17,2022/9/25,James,Nice 1BR/1BA apartment in great area.  Close to restaurants and capital.  I've stayed here at least 4 to 5 times and is my first pick when I come to Albany to visit my daughter.   You won't be disappointed.
10768745,594066939,2020/1/17,Jeffrey,A beautifully decorated and furnished period room with everything I could have asked for. Highly recommended.
18341426,4.80E+17,2021/10/23,Tyler,"First time in a sauna, really clean place to stay and very cool modern technology! Good area of Albany too!"
32993402,5.01E+17,2021/11/21,Ruth-Anne,"I would have given a 5 rating but I was unsure of the neighborhood and the noise from upstairs kept me awake.  I was alone except for one night and I am a country girl.  I am also a very light sleeper.  If you are used to the noise and have experience with city living, this would likely be a 5 for you.  Earl was very easy to communicate with and very nice."
51710034,8.91E+17,2023/5/14,Sincere,I like it everything was perfect
1489424,7.47E+17,2022/10/27,Andreas,Great place to stay in the Albany area! Will be staying here again.
54128829,6.73E+17,2022/7/17,Halima,"Richard & Priscela are wonderful hosts and we had a great time staying at their place. The place was fully equipped, bright and airy. We were able to find parking in front of the house. The home was clean and had central cooling. We had an issue with our iron so I contacted Richard, who within 10 min. dropped of a new one! I highly recommend staying here if you are ever in the area."
39864828,5.71E+17,2022/2/26,Jeffrey,Great location! Even on a cold night was just a short walk to the Palace Theatre & a great restaurant. This is a fun & sophisticated loft that’s meticulously clean and has all the right touches.
22431640,458109663,2019/5/25,Nani,"Great location for my needs. Enjoyed a pleasant, worry free stay to spend time with my family."
14316232,99779146,2016/9/5,Alicia,"House has antique charm and you won't find a better location for out of towners looking to explore the area (walk to Lark St, Washington Park, and downtown Albany). Nic and Liz are experienced hosts and it definitely shows through their communication! Some highlights: keypad front entry, more than adequate linens, towels, shampoo and conditioner, and smart TV in room with Netflix account. "
7.29E+17,7.81E+17,2022/12/13,Eduardo,"Loved my stay in downtown Albany, beautiful apartment with a great view. Lucy our host was great as well, very easy to reach and always there to answer any questions. 10/10"
12284708,99256567,2016/9/4,Marilyn,THE HOSTS ARE VERY FRIENDLY AND WELCOMING. THEY ARE GREAT PEOPLE TO CHAT WITH. THE ROOM IS VERY CLEAN AND COMFORTABLE. IT IS CLOSE TO WHERE I WORK WHICH MAKES IT A GREAT LOCATION. THIS IS WHY MY HUSBAND AND I ARE A REPEATED CUSTOMER OF THEIRS.
28868857,4.20E+17,2021/8/2,Sydney,"Great place! The location was a little rougher than we expected, but the place felt safe and was very comfortable. It was clean, and our host did an amazing job communicating with us."
9005989,7.32E+17,2022/10/6,Aliya,"Sugey’s place was very nice with everything you would need. I was only there one night but after a late night out, the heater she had going, extra heavy blanket, and soft bed were wonderful! Definitely recommend."
3820211,36066543,2015/6/24,Marion,"We really enjoyed our stay at Terra's apartment, the place is great as well as the location.<br/>There was a little misunderstanding with the check-out time but Terra was very nice about it and made sure everything worked for everyone. <br/>I really recommend staying there!"
11253948,738098778,2021/3/11,Anne,"Peter is an excellent host and this home is beautifully appointed. I have stayed at two of his homes and been delighted each time. Completely recommend!  Close to college, hospital, shopping."
7.86E+17,8.98E+17,2023/5/23,Rose,"The space was extremely clean and comfortable. It looked exactly like the photos. Check in was simple since the instructions were clearly stated. I had few issues but all my questions were quickly answered. <br/><br/>There were occasional noises from a young child upstairs, but nothing I was really bothered by. I would definitely stay with Tomar and Kash again next time I'm in Albany"
28868857,418591597,2019/3/2,Suzanne,"The ""Cozy Garden Apartment"" at Earl's place was exactly what we were looking to find:  a place that--while spartan--was sparkling-clean, with all the basic necessities (quick food for breakfast, bottled water, full supply of bath, hand towels and wash cloth, soaps and shampoo AND a hair dryer).  We were so happy with Earl's meticulous details about checking in and  about finding the off-street parking.  Best of everything: THE LOCATION.  Anyone attending a game, a concert, a convention rally involving the Times Union Center should put Earl's apartment on their list.  What a delight to be a mere eight-minute walk directly to and from the Center.  Perfect location for good cafés, bistros,  and pubs within a five-minute drive.  This apartment made everything about our brief, overnight stay all the easier and more pleasant.  Great price.  We'll be back!"
6.69E+17,6.92E+17,2022/8/12,Isabelle,Purrrrrfect!
45529316,4.49E+17,2021/9/11,Jessica,"This airbnb was really nice and we enjoyed staying there. The host did an excellent job fixing problems. We also really appreciated the free coffee and how easy check in and check out were. I would stay here again. <br/><br/>I was a bit disappointed, as others have said, that there was no included parking as listed in the ad. Still, we were able to find parking down the street, within a block."
22431640,706183865,2020/11/2,Dave,"I had a hotel room originally but my room was double booked. I needed a solution fast. Jake was excellent at responding quickly and I was able to reserve in a matter of a minutes and saved the entire weekend! We had no problems at all and had a great time. Everything was clean and in working order. I had no problem parking and the location is excellent. I appreciated the quick responses as well. No complaints here, would definitely recommend and use again if I needed to!"
40828178,733885016,2021/2/23,Edwin,🎖🎖🎖🎖🎖
28400263,5.91E+17,2022/3/25,Christopher,Great stay
6623339,404884782,2019/1/25,Norris,.
3820211,32072682,2015/5/13,Daniel,"Terra was great -- It was my first time using AirBnB and I asked her about 200 questions.<br/><br/>The apartment was really nice - it's located next to a bunch of restaurants and bars.  I only stopped in for one night but was able to get a nice meal and a good beer.<br/><br/>Onsite parking was really convenient.  "
9005989,507320957,2019/8/11,Sam,Great place in a great location
48124042,4.57E+17,2021/9/22,Richard,"Great location in the heart of downtown. Nice finishes in the apartment. Above a fantastic lunch spot. A little pricey, but not bad if you have more than one person. Great spot if in town for a conference!"
3820211,24171397,2014/12/21,Brian,The reservation was canceled 185 days before arrival. This is an automated posting.
25976514,556810884,2019/10/30,Ramon,"Walk out the door hang a left and a left from their on you can walk to the State Capitol Building in 20 minutes passing loads of beautiful old buildings, a park, pubs, and restaurants. Fall colors are breath taking.<br/><br/>Warm cozy home with friendly hosts. A friendly little dog Freddy. There was parking behind the house. You have to walk around the block to access, but was close and nice to have. Was surprised to find that Albany has limited parking. <br/><br/>Bed was comfy. WiFi worked well. Shower worked well.  Towel and wash cloth provided.<br/><br/>Will definitely stay with them again in the future."
10768745,661772788,2020/9/7,Daniel,"I was amazed at all of the special touches that Elizabeth had in the apartment as well as the beautiful outside gardens and places to sit and relax. The location was perfect for my needs to get in and out of Albany. It was safe, COVID clean, and quiet. Couldn't have asked for a better place to stay at such a reasonable rate."
8539096,91795862,2016/8/6,Heather,"It was a lovely apartment and Tara actually upgraded us to a bigger place since we had three adults.  It was in a super cool location and everything was in walking distance.  Nice, big apartment with everything you needed."
28868857,4.38E+17,2021/8/27,Lewis,"Super accommodating and efficient! the location is close to a bus station but quite a walk away from restaurants and business. The room is small and compact, with a private bathroom right outside the room's entrance. Do come prepared with toothpaste, as I did not see any (not a knock against the place, it's not an AirBNB requirement). All in all, pretty nice place for a quick stay. Thanks!"
22431640,355972965,2018/12/6,Scott,Jake's place is a nice gem in the heart of Albany. Easy check in and great communication. Would definitely stay here again.
8.31E+17,8.51E+17,2023/3/19,Taylor,Very responsive host and house worked great for a weekend trip!
44265426,4.46E+17,2021/9/7,Tim,Great place to stay!
6.23E+17,8.29E+17,2023/2/17,Natasha,Julia’s place was beautiful. I spent a night there for a last minute trip to Albany and it was a wonderful experience. Responses were quick and the home was comfortable. The kitchen is super cute with a retro vibe also.
43208391,756144756,2021/5/8,Michael,Great place. Clean and a very convenient location. Angela was a great host.
44180048,5.21E+17,2021/12/19,Catherine,"Lloyd was great and the place was lovely. Great fast communication, everything you could want or need inside the unit, and convenient location right on the park. Would definitely stay again. Lloyd went above and beyond and is an excellent host. A real gem!"
8539096,60056833,2016/1/18,Buk,Not only a great place to stay but the hosts are truly fascinating people to be around. Terra has a diverse background in art and business and her enthusiasm for life in infectious. She went out of her way to make me feel comfortable and make my stay perfect. She is amazingly service oriented and appears to enjoy anticipating her guests needs. I enjoyed every minute I was around her in this gorgeous and lovingly remodeled old mansion. On top of that the location is perfect. It is now my favorite place to stay in Albany.
48052353,6.59E+17,2022/6/27,Hallie,Very cute and clean! Great communication with owner! Mattresses were a bit uncomfortable but overall we enjoyed our stay!
46894493,4.88E+17,2021/11/3,Cristina,"We had a wonderful time at Dan’s place. It is so cozy, charming, and clean. Beautiful natural light. Loved all the little details. Stunning place really. Highly recommend"
20620135,722396837,2021/1/6,Fred,"The Red Warhol Ranch was warm, friendly and super convenient for our family to stay while we were in Albany for an extended visit. We loved the red accents and Warhol artwork. The kitchen has great equipment and a pleasure to cook in. The host was extremely responsive and even in a blizzard, the driveway and walk were shoveled right away. Highly recommended!"
10768745,61539633,2016/2/5,John,Elizabeth is great and communicates well.  I was a last minute booking and it went off without a hitch.  Elizabeth was great and helpful and very knowledgable about the history of the area.  The neighborhood is fantastic.  Off street parking is nice too.
6.95E+17,7.54E+17,2022/11/6,Robyn,"The perfect home on the safest and most quiet block. So, close to everywhere we needed to be. Your own driveway to park in and your own little fenced in backyard. Adorable and cozy. Thank you Kelsey for making your labor of love a place for others to stay on airbnb."
33558235,6.22E+17,2022/5/8,Luis,"I strongly recommend Earl's place at 88 Madison Avenue in Albany. The location is very convenient, and the place is very clean and comfortable."
5651579,431665853,2019/4/1,Will,"7 Madison has a great location near the State Plaza, so it's great for government business.  Little Little Italy awaits nearby with gorgeous cuisine. Try V&R! Just down the hill a bit. Take a night cap at the Empire Bar, promoting only New York Beer, Wine, Liquor and edible delights. Sleep well in a cozy, historical chamber."
6623339,315762254,2018/8/29,Sean,"Terra's place was better than expected.  The apartment is on a somewhat busy intersection so my first assumption would be an issue with street noise, but I had no issues when trying to sleep.  The location is perfect with numerous restaurants and bars around.  There were also no issues with safety.  The entrances to the building have coded locks and the door to the apartment has 2 locks as well.  Overall, I enjoyed my time at Terra's place."
44265426,7.22E+17,2022/9/22,Ami,"Lloyd was incredibly responsive and easy to communicate with. Everything about the check in/out process was so clear. My friends loved the place and said it was extremely cute, comfy and close to great places for brunch. They had zero issues with parking and were so happy. Thanks so much!"
30189794,407611934,2019/2/2,Zach,Spacious room! Beautiful bathroom! Comfy bed! Great Stay!
53715423,5.26E+17,2021/12/26,Shirley,nice area
24120690,424397040,2019/3/16,Leen,Domini’s place gives a great amount of space and privacy! I highly recommend this location.
22431640,301083934,2018/8/3,Joseph,Great place to stay! Clean with everything you need to enjoy your stay in Albany. 
53483727,6.59E+17,2022/6/27,Kerrie,Brian’s place is comfortable and well-stocked. We enjoyed our stay.
39864828,5.62E+17,2022/2/13,Michael,"This is by far the best Airbnb in my backyard. I rented Matt’s spot to celebrate my 16th anniversary with my wife. Matt was super accommodating by letting me check in early to decorate and set up for the surprise. The kitchen had everything that the private chef I hired need it to cook us a delicious dinner! Additionally,That’s location was intimate and exactly what I was looking for to make the occasion extra special. I definitely don’t need to travel to New York City in the future, as I can catch a similar vibe, right here in Albany!"
51230498,5.41E+17,2022/1/16,Ashley,"Great location as far as being close by the city center. The space was a good size for a party of two, clean, and the decor was charming. Host was great with communication, when we needed her response time was less than 15 min.<br/>Just a heads up the space is on a buzzy street so be prepared for city sounds. If in the area I would stay here again, great value."
48052353,6.88E+17,2022/8/7,Col,Great place - nicely renovated with great communication.  The living room and dining room are really comfy and nicely appointed.  The AC units keep the place a very pleasant temperature even on 90 degree days.   The only flaw is (like others mentioned) the beds are uncomfortable.  The double beds kinda sink toward the middle so you’re on a weird angle and there is no back support.
21392315,343441321,2018/10/31,Thomas,"Great place! Much bigger than expected, very clean. Communication was top!"
38321579,598685505,2020/1/27,Daniel,Really good place to stay
11639446,4.20E+17,2021/8/2,Gabriel,"Adam was a really friendly host. The room was comfortable, and private. The breakfast was an added perk too!"
42490432,6.62E+17,2022/7/2,Tajon,Very comfortable
40828178,645280475,2020/8/1,Vanessa,"As always, Lloyd has done an outstanding job! <br/>This was my second time coming, and that says a lot. <br/>Clean, perfect place, and beautifully modern. Thank you so much Lloyd, my partner and I loved it!"
44180048,7.75E+17,2022/12/4,Alfonso,Charming space in a great location
40491172,724582294,2021/1/16,Mike,"All the reviews are spot on and Allens place was great. Everything you need is in the place and it’s close to some of the best restaurants Albany has to offer. Very clean, big comfy bed, cozy and modern. If and when I were to stay in albany again I’d absolutely be trying to book with Allen!"
48599533,6.46E+17,2022/6/10,Elizabeth,Jerry's place was a great stay! The location is perfect if you want to be right in the heart of Albany and the capital area. Would definitely stay here again.
7.39E+17,8.36E+17,2023/2/27,Tom,Great deal
47440071,770482112,2021/6/14,Sandra,"Thomas was an excellent host with great communication before our check-in, during our stay, and was responsive after we had forgotten some items after check-out!<br/>The space was clean, spacious, and filled with lovely accent pieces.  There were enough amenities in the loft to hide away for the entire stay, or we could use the shared space.<br/>Amazing experience!  Thank you!"
42009788,767292317,2021/6/6,Edward,Great location in Center Square!
34330970,586166459,2020/1/1,Romel,"location is great it is near malls, restaurants and supermarkets."
38321579,6.66E+17,2022/7/7,Sue,Great place to stay!
50890336,8.51E+17,2023/3/19,Romello,Linda this was our first experience with Airbnb and it was perfect. Thank you so much
17238066,760345303,2021/5/20,Ucha,Stayed here twice already and had a great experienc! Adam is an awesome hostand very kind
52241973,5.01E+17,2021/11/22,Siara,"Jason was great and so was his studio! Location is perfect! Not too far from everything, with plenty of parking available. Jason is great with communication and his matching appliances are so cute! He was very flexible and a great host! Very nifty place for a short stay. The neighborhood is historical and just beautiful. Loved it!"
25549565,5.01E+17,2021/11/21,Beverly,"This was a very comfortable, cozy , convenient stay right in downtown Albany.  We felt lucky to find such a unique little apartment."
10768745,716230952,2020/12/18,Geoff,Make sure you Stay with Liz if visiting Albany. comfortable and quiet. nice neighborhood.
3820211,81541935,2016/6/23,Bintu,Thankful to Terra. She responded to us on short notice and provided us with everything we needed to have a smooth night. Wonderful apartment and close to many of the sites we wanted to see. Thanks Terra.
53567589,5.67E+17,2022/2/20,Robert,Brian is an excellent host! This was my first Airbnb experience. The home was just as advertised in the photos and description. Check-in instructions were provided upon booking and again prior to check-in time. The home was clean and had all necessary amenities. There was no noise from surrounding neighbors and street parking was relatively easy to find. The check-out process was as easy as locking the door. I highly recommend this location.
9005989,543795515,2019/10/8,Jonny,I suggest anyone coming to the area get this cozy lil place conveniently located in Albany. Beautiful and extra clean.
48052353,7.93E+17,2022/12/30,Kathryn,Wonderful stay! Easy check-in and clean!
